,group,id,max_depth,n_estimators,Accuracy,Cross,test_train
0,2,100,50,10,0.99,"(0.9795567728062918, 0.9743668235910938, 0.9796485330292153, 0.9795567728062918)",0.1-0.9
1,2,100,50,20,0.9926470588235294,"(0.9859626691208829, 0.9788294672980287, 0.9859897897327008, 0.9859626691208829)",0.1-0.9
2,2,100,50,30,0.9930882352941176,"(0.9881687490663863, 0.9811615354662176, 0.9881892880002423, 0.9881687490663863)",0.1-0.9
3,2,100,50,40,0.9939705882352942,"(0.9889531455690053, 0.9801055230386486, 0.9889661165185268, 0.9889531455690053)",0.1-0.9
4,2,100,50,50,0.9944117647058824,"(0.9893126720938925, 0.9809529831326362, 0.9893294057117871, 0.9893126720938925)",0.1-0.9
5,2,100,50,60,0.9933823529411764,"(0.9893126801055958, 0.9809654020259121, 0.9893277908771403, 0.9893126801055958)",0.1-0.9
6,2,100,50,70,0.993529411764706,"(0.9897212155554005, 0.9806763419271516, 0.9897354020330823, 0.9897212155554005)",0.1-0.9
7,2,100,50,80,0.9944117647058824,"(0.9898846209224486, 0.9807906509363619, 0.9898979114151698, 0.9898846209224486)",0.1-0.9
8,2,100,50,90,0.9942647058823528,"(0.9898192534344938, 0.9807355024064022, 0.9898334040400929, 0.9898192534344938)",0.1-0.9
9,2,100,50,100,0.9947058823529412,"(0.9900807193804614, 0.9821202557534467, 0.990094053201199, 0.9900807193804614)",0.1-0.9
10,2,100,100,10,0.99,"(0.9795567728062918, 0.9743668235910938, 0.9796485330292153, 0.9795567728062918)",0.1-0.9
11,2,100,100,20,0.9926470588235294,"(0.9859626691208829, 0.9788294672980287, 0.9859897897327008, 0.9859626691208829)",0.1-0.9
12,2,100,100,30,0.9930882352941176,"(0.9881687490663863, 0.9811615354662176, 0.9881892880002423, 0.9881687490663863)",0.1-0.9
13,2,100,100,40,0.9939705882352942,"(0.9889531455690053, 0.9801055230386486, 0.9889661165185268, 0.9889531455690053)",0.1-0.9
14,2,100,100,50,0.9944117647058824,"(0.9893126720938925, 0.9809529831326362, 0.9893294057117871, 0.9893126720938925)",0.1-0.9
15,2,100,100,60,0.9933823529411764,"(0.9893126801055958, 0.9809654020259121, 0.9893277908771403, 0.9893126801055958)",0.1-0.9
16,2,100,100,70,0.993529411764706,"(0.9897212155554005, 0.9806763419271516, 0.9897354020330823, 0.9897212155554005)",0.1-0.9
17,2,100,100,80,0.9944117647058824,"(0.9898846209224486, 0.9807906509363619, 0.9898979114151698, 0.9898846209224486)",0.1-0.9
18,2,100,100,90,0.9942647058823528,"(0.9898192534344938, 0.9807355024064022, 0.9898334040400929, 0.9898192534344938)",0.1-0.9
19,2,100,100,100,0.9947058823529412,"(0.9900807193804614, 0.9821202557534467, 0.990094053201199, 0.9900807193804614)",0.1-0.9
20,2,100,10,10,0.7960294117647059,"(0.8026115442423419, 0.8380648193653883, 0.8054798060244185, 0.8026115442423419)",0.1-0.9
21,2,100,10,20,0.8132352941176471,"(0.8064190849136541, 0.8417410695305406, 0.8090283587953419, 0.8064190849136541)",0.1-0.9
22,2,100,10,30,0.8194117647058824,"(0.8112397188314059, 0.8457588913527154, 0.8138435280025492, 0.8112397188314059)",0.1-0.9
23,2,100,10,40,0.8213235294117647,"(0.813919725749779, 0.8479381709496836, 0.8163128881730216, 0.813919725749779)",0.1-0.9
24,2,100,10,50,0.8213235294117647,"(0.8151126136378339, 0.8482672129415396, 0.8174025656151647, 0.8151126136378339)",0.1-0.9
25,2,100,10,60,0.8226470588235294,"(0.8156028417565334, 0.8494329539580766, 0.8179973151998154, 0.8156028417565334)",0.1-0.9
26,2,100,10,70,0.8229411764705883,"(0.8159786787742377, 0.8497836961720214, 0.8181565215387945, 0.8159786787742377)",0.1-0.9
27,2,100,10,80,0.8235294117647058,"(0.815668186544662, 0.8496736675908189, 0.8179690171191322, 0.815668186544662)",0.1-0.9
28,2,100,10,90,0.8238235294117647,"(0.8172206450219729, 0.8497836383775448, 0.8193503263545875, 0.8172206450219729)",0.1-0.9
29,2,100,10,100,0.8248529411764706,"(0.8174331207369976, 0.849879784910893, 0.8195513058263526, 0.8174331207369976)",0.1-0.9
30,2,100,1000,10,0.99,"(0.9795567728062918, 0.9743668235910938, 0.9796485330292153, 0.9795567728062918)",0.1-0.9
31,2,100,1000,20,0.9926470588235294,"(0.9859626691208829, 0.9788294672980287, 0.9859897897327008, 0.9859626691208829)",0.1-0.9
32,2,100,1000,30,0.9930882352941176,"(0.9881687490663863, 0.9811615354662176, 0.9881892880002423, 0.9881687490663863)",0.1-0.9
33,2,100,1000,40,0.9939705882352942,"(0.9889531455690053, 0.9801055230386486, 0.9889661165185268, 0.9889531455690053)",0.1-0.9
34,2,100,1000,50,0.9944117647058824,"(0.9893126720938925, 0.9809529831326362, 0.9893294057117871, 0.9893126720938925)",0.1-0.9
35,2,100,1000,60,0.9933823529411764,"(0.9893126801055958, 0.9809654020259121, 0.9893277908771403, 0.9893126801055958)",0.1-0.9
36,2,100,1000,70,0.993529411764706,"(0.9897212155554005, 0.9806763419271516, 0.9897354020330823, 0.9897212155554005)",0.1-0.9
37,2,100,1000,80,0.9944117647058824,"(0.9898846209224486, 0.9807906509363619, 0.9898979114151698, 0.9898846209224486)",0.1-0.9
38,2,100,1000,90,0.9942647058823528,"(0.9898192534344938, 0.9807355024064022, 0.9898334040400929, 0.9898192534344938)",0.1-0.9
39,2,100,1000,100,0.9947058823529412,"(0.9900807193804614, 0.9821202557534467, 0.990094053201199, 0.9900807193804614)",0.1-0.9
40,2,100,2000,10,0.99,"(0.9795567728062918, 0.9743668235910938, 0.9796485330292153, 0.9795567728062918)",0.1-0.9
41,2,100,2000,20,0.9926470588235294,"(0.9859626691208829, 0.9788294672980287, 0.9859897897327008, 0.9859626691208829)",0.1-0.9
42,2,100,2000,30,0.9930882352941176,"(0.9881687490663863, 0.9811615354662176, 0.9881892880002423, 0.9881687490663863)",0.1-0.9
43,2,100,2000,40,0.9939705882352942,"(0.9889531455690053, 0.9801055230386486, 0.9889661165185268, 0.9889531455690053)",0.1-0.9
44,2,100,2000,50,0.9944117647058824,"(0.9893126720938925, 0.9809529831326362, 0.9893294057117871, 0.9893126720938925)",0.1-0.9
45,2,100,2000,60,0.9933823529411764,"(0.9893126801055958, 0.9809654020259121, 0.9893277908771403, 0.9893126801055958)",0.1-0.9
46,2,100,2000,70,0.993529411764706,"(0.9897212155554005, 0.9806763419271516, 0.9897354020330823, 0.9897212155554005)",0.1-0.9
47,2,100,2000,80,0.9944117647058824,"(0.9898846209224486, 0.9807906509363619, 0.9898979114151698, 0.9898846209224486)",0.1-0.9
48,2,100,2000,90,0.9942647058823528,"(0.9898192534344938, 0.9807355024064022, 0.9898334040400929, 0.9898192534344938)",0.1-0.9
49,2,100,2000,100,0.9947058823529412,"(0.9900807193804614, 0.9821202557534467, 0.990094053201199, 0.9900807193804614)",0.1-0.9
50,2,101,50,10,0.9032352941176469,"(0.8840899494769967, 0.8790314019105099, 0.8863873103238129, 0.8840899494769967)",0.1-0.9
51,2,101,50,20,0.923970588235294,"(0.9086839053331254, 0.8957454272537625, 0.9099057562745921, 0.9086839053331254)",0.1-0.9
52,2,101,50,30,0.928529411764706,"(0.9168055546635117, 0.9056440133213416, 0.9178607412406106, 0.9168055546635117)",0.1-0.9
53,2,101,50,40,0.9275,"(0.9185050973327824, 0.9038681060644652, 0.9195626054449842, 0.9185050973327824)",0.1-0.9
54,2,101,50,50,0.928529411764706,"(0.9207928766236002, 0.9045666708650287, 0.9219282766562198, 0.9207928766236002)",0.1-0.9
55,2,101,50,60,0.9280882352941175,"(0.9223126420099463, 0.9079499187537511, 0.923346669040248, 0.9223126420099463)",0.1-0.9
56,2,101,50,70,0.9302941176470588,"(0.923374842992312, 0.907362479106915, 0.9244412462822543, 0.923374842992312)",0.1-0.9
57,2,101,50,80,0.9317647058823528,"(0.9237997289934506, 0.9105805050443742, 0.9248732270082876, 0.9237997289934506)",0.1-0.9
58,2,101,50,90,0.9319117647058824,"(0.924404376254107, 0.9078730672424621, 0.9254099516274227, 0.924404376254107)",0.1-0.9
59,2,101,50,100,0.9342647058823528,"(0.9253848378326415, 0.9087275043210103, 0.9263724331818081, 0.9253848378326415)",0.1-0.9
60,2,101,100,10,0.9032352941176469,"(0.8840899494769967, 0.8790314019105099, 0.8863873103238129, 0.8840899494769967)",0.1-0.9
61,2,101,100,20,0.923970588235294,"(0.9086839053331254, 0.8957454272537625, 0.9099057562745921, 0.9086839053331254)",0.1-0.9
62,2,101,100,30,0.928529411764706,"(0.9168055546635117, 0.9056440133213416, 0.9178607412406106, 0.9168055546635117)",0.1-0.9
63,2,101,100,40,0.9275,"(0.9185050973327824, 0.9038681060644652, 0.9195626054449842, 0.9185050973327824)",0.1-0.9
64,2,101,100,50,0.928529411764706,"(0.9207928766236002, 0.9045666708650287, 0.9219282766562198, 0.9207928766236002)",0.1-0.9
65,2,101,100,60,0.9280882352941175,"(0.9223126420099463, 0.9079499187537511, 0.923346669040248, 0.9223126420099463)",0.1-0.9
66,2,101,100,70,0.9302941176470588,"(0.923374842992312, 0.907362479106915, 0.9244412462822543, 0.923374842992312)",0.1-0.9
67,2,101,100,80,0.9317647058823528,"(0.9237997289934506, 0.9105805050443742, 0.9248732270082876, 0.9237997289934506)",0.1-0.9
68,2,101,100,90,0.9319117647058824,"(0.924404376254107, 0.9078730672424621, 0.9254099516274227, 0.924404376254107)",0.1-0.9
69,2,101,100,100,0.9342647058823528,"(0.9253848378326415, 0.9087275043210103, 0.9263724331818081, 0.9253848378326415)",0.1-0.9
70,2,101,10,10,0.7544117647058823,"(0.7418538528835743, 0.7720524032807415, 0.7430191127160397, 0.7418538528835743)",0.1-0.9
71,2,101,10,20,0.7714705882352941,"(0.7574435247350192, 0.7834577889284716, 0.7582271406352212, 0.7574435247350192)",0.1-0.9
72,2,101,10,30,0.7705882352941177,"(0.7591430153282179, 0.7826237065014852, 0.7595867129656655, 0.7591430153282179)",0.1-0.9
